barcode,skuId,productName,category,location,inventoryDate,currentStock,minStock,safetyStock,reorderPoint,maxStock,stockStatus,coverDays,outbound14dTotal,avgDailyOutbound14d,outbound30dTotal,avgDailyOutbound30d,lifecycleStatus
R015858070002,37140436,보노하우스 클래식 수납정리함 26리터 화이트 4개 1팩,레브 스토리지,320-A1-1-580,2026-04-16,1,0,0,0,1,normal,,0,0.00,1,0.03,active
R015858070003,37140438,보노하우스 클래식 수납정리함 26리터 그레이 4개 1팩,레브 스토리지,320-A1-1-581,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R234019360002,61364657,보노하우스 화이트 이노스 우드상판 서랍장  내추럴 우드상판 3단 1개 562X420X602,기타,320-A1-1-597,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R234019380004,61364661,보노하우스 화이트 이노스 우드상판 서랍장  내추럴 우드상판 4단 1개 562X420X792,레브 스토리지,320-A1-1-598,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R234019400006,61364663,보노하우스 화이트 이노스 우드상판 서랍장  내추럴 우드상판 5단 1개 562X420X982,기타,320-A1-1-599,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R013797030004,30636241,보노하우스 맥스 서랍장 다크투명 5단 1개,맥스,320-A1-1-544,2026-04-16,10,0,0,0,0,normal,,0,0.00,0,0.00,active
R244125620012,66734721,보노하우스 국내제조 맥스 이동식 서랍장 다크투명 1개 5단(360 x 430 x 1125,맥스,320-A1-1-545,2026-04-16,6,1,1,1,11,normal,21.00,4,0.29,11,0.37,active
R013890870002,30852422,보노하우스 어반 우드상판 베이직 서랍장  5단 다크투명 1개,맥스,320-A1-1-546,2026-04-16,14,0,0,0,0,normal,,0,0.00,0,0.00,active
R014689640001,33809952,보노하우스 맥스 화이트 서랍장 6단 1개,맥스,320-A1-1-548,2026-04-16,15,1,1,1,6,high,,0,0.00,6,0.20,active
R013890870004,30852440,보노하우스 어반 우드상판 베이직 서랍장  6단 화이트 1개,맥스,320-A1-1-550,2026-04-16,4,1,1,1,9,normal,8.00,7,0.50,9,0.30,active
R013797030003,30636238,보노하우스 맥스 서랍장 투명 6단 1개,맥스,320-A1-1-552,2026-04-16,25,0,0,0,5,high,175.00,2,0.14,5,0.17,active
R013890870006,30852442,보노하우스 어반 우드상판 베이직 서랍장  6단 투명 1개,맥스,320-A1-1-554,2026-04-16,11,2,2,2,17,normal,30.80,5,0.36,17,0.57,active
R013890890001,30737259,보노하우스 맥스 서랍장 다크투명 6단 1개,맥스,320-A1-1-556,2026-04-16,11,1,1,1,7,high,51.33,3,0.21,7,0.23,active
R013890870007,30852444,보노하우스 어반 우드상판 베이직 서랍장  6단 다크투명 1개,맥스,320-A1-1-558,2026-04-16,13,0,0,0,5,high,91.00,2,0.14,5,0.17,active
R015858070006,37140435,보노하우스 클래식 수납정리함 13리터 크림 2개 1팩,슬림서랍장,320-A1-1-570,2026-04-16,1,0,0,0,2,normal,,0,0.00,2,0.07,active
R015858070005,37140433,보노하우스 클래식 수납정리함 13리터 화이트 2개 1팩,슬림서랍장,320-A1-1-571,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R013890870010,30852441,보노하우스 어반 우드상판 베이직 서랍장  4단 투명 1개,맥스,320-A1-1-530,2026-04-16,15,0,0,0,1,high,,0,0.00,1,0.03,active
R013797030006,30636237,보노하우스 맥스 서랍장 다크투명 4단 1개,맥스,320-A1-1-532,2026-04-16,2,1,1,1,8,normal,9.33,3,0.21,8,0.27,active
R244125590009,66734717,보노하우스 국내제조 맥스 이동식 서랍장 다크투명 1개 4단(360 x 430 x 945 m,맥스,320-A1-1-533,2026-04-16,4,0,0,0,5,normal,28.00,2,0.14,5,0.17,active
R013890870009,30852439,보노하우스 어반 우드상판 베이직 서랍장  4단 다크투명 1개,맥스,320-A1-1-534,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R014689640002,33809957,보노하우스 맥스 화이트 서랍장 5단 1개,맥스,320-A1-1-536,2026-04-16,11,1,1,1,9,high,30.80,5,0.36,9,0.30,active
R244125600010,66734719,보노하우스 국내제조 맥스 이동식 서랍장 화이트 1개 5단(360 x 430 x 1125 m,맥스,320-A1-1-537,2026-04-16,4,1,1,1,9,normal,56.00,1,0.07,9,0.30,active
R013890870008,30852424,보노하우스 어반 우드상판 베이직 서랍장  5단 화이트 1개,맥스,320-A1-1-538,2026-04-16,9,1,1,1,9,normal,31.50,4,0.29,9,0.30,active
R013797030005,30636242,보노하우스 맥스 서랍장 투명 5단 1개,맥스,320-A1-1-540,2026-04-16,14,0,0,0,5,high,196.00,1,0.07,5,0.17,active
R244125610011,66734720,보노하우스 국내제조 맥스 이동식 서랍장 투명 1개 5단(360 x 430 x 1125 mm,맥스,320-A1-1-541,2026-04-16,5,2,2,2,22,normal,6.36,11,0.79,22,0.73,active
R013890870005,30852423,보노하우스 어반 우드상판 베이직 서랍장  5단 투명 1개,맥스,320-A1-1-542,2026-04-16,5,0,0,0,5,normal,70.00,1,0.07,5,0.17,active
R244125550005,66734712,보노하우스 국내제조 맥스 이동식 서랍장 투명 1개 3단(360 x 430 x 705 mm),맥스,320-A1-1-517,2026-04-16,6,0,0,0,1,high,,0,0.00,1,0.03,active
R013890870013,30852437,보노하우스 어반 우드상판 베이직 서랍장  3단 투명 1개,맥스,320-A1-1-518,2026-04-16,10,0,0,0,4,high,140.00,1,0.07,4,0.13,active
R013890890003,30737260,보노하우스 맥스 서랍장 다크투명 3단 1개,맥스,320-A1-1-520,2026-04-16,18,1,1,1,10,high,126.00,2,0.14,10,0.33,active
R244125560006,66734713,보노하우스 국내제조 맥스 이동식 서랍장 다크투명 1개 3단(360 x 430 x 705 m,맥스,320-A1-1-521,2026-04-16,4,1,1,1,10,normal,8.00,7,0.50,10,0.33,active
R013890870012,30852436,보노하우스 어반 우드상판 베이직 서랍장  3단 다크투명 1개,맥스,320-A1-1-522,2026-04-16,9,0,0,0,2,high,,0,0.00,2,0.07,active
R014689640003,33809955,보노하우스 맥스 화이트 서랍장 4단 1개,맥스,320-A1-1-524,2026-04-16,17,0,0,0,4,high,119.00,2,0.14,4,0.13,active
R244125570007,66734714,보노하우스 국내제조 맥스 이동식 서랍장 화이트 1개 4단(360 x 430 x 915 mm,맥스,320-A1-1-525,2026-04-16,9,0,0,0,3,high,63.00,2,0.14,3,0.10,active
R013890870011,30852443,보노하우스 어반 우드상판 베이직 서랍장  4단 화이트 1개,맥스,320-A1-1-526,2026-04-16,4,0,0,0,4,normal,,0,0.00,4,0.13,active
R013890890002,30737258,보노하우스 맥스 서랍장 투명 4단 1개,맥스,320-A1-1-528,2026-04-16,5,2,2,2,22,normal,10.00,7,0.50,22,0.73,active
R244125580008,66734715,보노하우스 국내제조 맥스 이동식 서랍장 투명 1개 4단(360 x 430 x 945 mm),맥스,320-A1-1-529,2026-04-16,10,1,1,1,10,normal,23.33,6,0.43,10,0.33,active
R244125520002,66734709,보노하우스 국내제조 맥스 이동식 서랍장 투명 1개 2단(360 x 430 x 495 mm),맥스,320-A1-1-505,2026-04-16,4,1,1,1,8,normal,11.20,5,0.36,8,0.27,active
R013890870001,30852445,보노하우스 어반 우드상판 베이직 서랍장  2단 투명 1개,맥스,320-A1-1-506,2026-04-16,13,0,0,0,4,high,182.00,1,0.07,4,0.13,active
R013797030001,30636257,보노하우스 맥스 서랍장 다크투명 2단 1개,맥스,320-A1-1-508,2026-04-16,36,3,3,3,34,high,50.40,10,0.71,34,1.13,active
R244125530003,66734710,보노하우스 국내제조 맥스 이동식 서랍장 다크투명 1개 2단(360 x 430 x 495 m,맥스,320-A1-1-509,2026-04-16,13,0,0,0,4,high,91.00,2,0.14,4,0.13,active
R013890870015,30852449,보노하우스 어반 우드상판 베이직 서랍장  2단 다크투명 1개,맥스,320-A1-1-510,2026-04-16,11,0,0,0,4,high,,0,0.00,4,0.13,active
R014689640004,33809956,보노하우스 맥스 화이트 서랍장 3단 1개,맥스,320-A1-1-512,2026-04-16,15,2,2,2,15,normal,35.00,6,0.43,15,0.50,active
R244125540004,66734711,보노하우스 국내제조 맥스 이동식 서랍장 화이트 1개 3단(360 x 430 x 705 mm,맥스,320-A1-1-513,2026-04-16,17,1,1,1,7,high,119.00,2,0.14,7,0.23,active
R013890870014,30852438,보노하우스 어반 우드상판 베이직 서랍장  3단 화이트 1개,맥스,320-A1-1-514,2026-04-16,13,1,1,1,7,high,91.00,2,0.14,7,0.23,active
R013890890004,30737261,보노하우스 맥스 서랍장 투명 3단 1개,맥스,320-A1-1-516,2026-04-16,28,6,6,6,58,normal,15.08,26,1.86,58,1.93,active
R000420310009,2386096,Box_레브 리빙박스_M_화이트_2개,레브 스토리지 M,320-A1-1-491,2026-04-16,10,2,2,2,15,normal,28.00,5,0.36,15,0.50,active
R000420310018,2386105,Box_레브스토리지_M_화이트_3개,레브 스토리지 M,320-A1-1-492,2026-04-16,8,1,1,1,9,normal,28.00,4,0.29,9,0.30,active
R000420310014,2386101,Box_레브스토리지_M_아이보리_3개,레브 스토리지 M,320-A1-1-493,2026-04-16,12,1,1,1,7,high,56.00,3,0.21,7,0.23,active
R000420310016,2386103,Box_레브스토리지_M_투명_3개,레브 스토리지 M,320-A1-1-494,2026-04-16,7,0,0,0,3,high,,0,0.00,3,0.10,active
R000420310023,2386110,Box_레브스토리지_M_아이보리_4개,레브 스토리지 M,320-A1-1-495,2026-04-16,5,1,1,1,11,normal,14.00,5,0.36,11,0.37,active
R000420310025,2386112,Box_레브스토리지_M_투명_4개,레브 스토리지 M,320-A1-1-496,2026-04-16,15,2,2,2,19,normal,23.33,9,0.64,19,0.63,active
R014689640005,33809954,보노하우스 맥스 화이트 서랍장 2단 1개,맥스,320-A1-1-500,2026-04-16,54,12,12,12,117,normal,14.82,51,3.64,117,3.90,active
R244125510001,66734708,보노하우스 국내제조 맥스 이동식 서랍장 화이트 1개 2단(360 x 430 x 495 mm,맥스,320-A1-1-501,2026-04-16,6,0,0,0,3,high,42.00,2,0.14,3,0.10,active
R013890870003,30852448,보노하우스 어반 우드상판 베이직 서랍장  2단 화이트 1개,맥스,320-A1-1-502,2026-04-16,21,1,1,1,11,high,98.00,3,0.21,11,0.37,active
R013797030002,30636261,보노하우스 맥스 서랍장 투명 2단 1개,맥스,320-A1-1-504,2026-04-16,48,21,21,21,208,normal,11.20,60,4.29,208,6.93,active
R016002720001,37820733,보노하우스 라탄 슬림 서랍장 7단 브라운 1개,슬림형 심플리,320-A1-1-473,2026-04-16,5,0,0,0,0,normal,,0,0.00,0,0.00,active
R011427100001,20316639,보노하우스 심플리 슬림 서랍장 7단 라이트 그레이 1개,슬림형 심플리,320-A1-1-474,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R011190790001,19559369,보노하우스 라탄 슬림 서랍장 8단 크림 1개,슬림형 라탄,320-A1-1-480,2026-04-16,19,5,5,5,50,normal,15.65,17,1.21,50,1.67,active
R012426830001,24776554,보노하우스 심플리 슬림 서랍장 8단 크림 1개,슬림형 심플리,320-A1-1-481,2026-04-16,12,0,0,0,2,high,168.00,1,0.07,2,0.07,active
R012426830003,24776556,보노하우스 심플리 슬림 서랍장 8단 화이트 1개,슬림형 심플리,320-A1-1-482,2026-04-16,19,3,3,3,32,normal,24.18,11,0.79,32,1.07,active
R011190790002,19559370,보노하우스 라탄 슬림 서랍장 8단 브라운 1개,슬림형 라탄,320-A1-1-483,2026-04-16,12,1,1,1,10,high,42.00,4,0.29,10,0.33,active
R012426830002,24776555,보노하우스 심플리 슬림 서랍장 8단 라이트 그레이 1개,핸들러 바스켓,320-A1-1-484,2026-04-16,7,0,0,0,3,high,49.00,2,0.14,3,0.10,active
R000420310001,2386088,Box_레브스토리지_M_그레이_2개,레브 스토리지 M,320-A1-1-487,2026-04-16,4,2,2,2,17,normal,4.31,13,0.93,17,0.57,active
R000420310005,2386092,Box_레브스토리지_M_아이보리_2개,레브 스토리지 M,320-A1-1-488,2026-04-16,28,1,1,1,12,high,130.67,3,0.21,12,0.40,active
R000420310007,2386094,Box_레브스토리지_M_투명_2개,레브 스토리지 M,320-A1-1-489,2026-04-16,65,3,3,3,28,high,82.73,11,0.79,28,0.93,active
R000420310027,2386114,Box_레브스토리지_M_화이트_4개,레브 스토리지 M,320-A1-1-490,2026-04-16,21,3,3,3,28,normal,22.62,13,0.93,28,0.93,active
R011426930002,20468366,보노하우스 라탄 슬림 서랍장 6단 크림 1개,슬림형 라탄,320-A1-1-460,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R011396790001,20179110,보노하우스 심플리 슬림 서랍장 6단  크림 1개,슬림형 라탄,320-A1-1-461,2026-04-16,6,1,1,1,7,normal,42.00,2,0.14,7,0.23,active
R011426970002,20468447,보노하우스 심플리 슬림 서랍장 6단  화이트 1개,슬림형 심플리,320-A1-1-462,2026-04-16,36,3,3,3,33,high,63.00,8,0.57,33,1.10,active
R011426930001,20468365,보노하우스 라탄 슬림 서랍장 6단 브라운 1개,슬림형 라탄,320-A1-1-463,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R011426970001,20468446,보노하우스 심플리 슬림 서랍장 6단  라이트 그레이 1개,슬림형 라탄,320-A1-1-464,2026-04-16,7,0,0,0,4,high,98.00,1,0.07,4,0.13,active
R016002720002,37820734,보노하우스 라탄 슬림 서랍장 7단 크림 1개,슬림형 라탄,320-A1-1-470,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R011427100002,20316640,보노하우스 심플리 슬림 서랍장 7단 크림 1개,슬림형 심플리,320-A1-1-471,2026-04-16,5,0,0,0,3,high,70.00,1,0.07,3,0.10,active
R012426490001,24776348,보노하우스 심플리 슬림 서랍장 7단  화이트 1개,슬림형 심플리,320-A1-1-472,2026-04-16,7,2,2,2,15,normal,16.33,6,0.43,15,0.50,active
R011191610003,19560132,보노하우스 심플리 슬림 서랍장 4단 화이트 1개,슬림형 심플리,320-A1-1-442,2026-04-16,24,3,3,3,31,normal,30.55,11,0.79,31,1.03,active
R011194020002,19560856,보노하우스 라탄 슬림 서랍장 4단 브라운 1개,슬림형 라탄,320-A1-1-443,2026-04-16,4,1,1,1,8,normal,28.00,2,0.14,8,0.27,active
R011191610002,19560131,보노하우스 심플리 슬림 서랍장 4단 라이트 그레이 1개,슬림형 라탄,320-A1-1-444,2026-04-16,6,0,0,0,3,high,,0,0.00,3,0.10,active
R011193750001,19560092,보노하우스 라탄 슬림 서랍장 5단 크림 1개,슬림형 라탄,320-A1-1-450,2026-04-16,7,1,1,1,7,normal,24.50,4,0.29,7,0.23,active
R011191900003,19560104,보노하우스 심플리 슬림 서랍장 5단 화이트 1개,슬림형 심플리,320-A1-1-452,2026-04-16,33,8,8,8,76,normal,27.18,17,1.21,76,2.53,active
R011193750002,19560093,보노하우스 라탄 슬림 서랍장 5단 브라운 1개,슬림형 라탄,320-A1-1-453,2026-04-16,4,0,0,0,5,normal,56.00,1,0.07,5,0.17,active
R011191900002,19560103,보노하우스 심플리 슬림 서랍장 5단 라이트 그레이 1개,슬림형 라탄,320-A1-1-454,2026-04-16,13,1,1,1,11,high,45.50,4,0.29,11,0.37,active
R011191110003,19559377,보노하우스 심플리 슬림 서랍장 2단 화이트 1개,슬림형 심플리,320-A1-1-422,2026-04-16,42,2,2,2,20,high,196.00,3,0.21,20,0.67,active
R011193590002,19497421,보노하우스 라탄 슬림 서랍장 2단 브라운 1개,슬림형 라탄,320-A1-1-423,2026-04-16,18,0,0,0,2,high,,0,0.00,2,0.07,active
R011191110002,19559376,보노하우스 심플리 슬림 서랍장 2단 라이트 그레이 1개,슬림형 라탄,320-A1-1-424,2026-04-16,4,0,0,0,5,normal,18.67,3,0.21,5,0.17,active
R011193930001,19560485,보노하우스 라탄 슬림 서랍장 3단  크림 1개,슬림형 라탄,320-A1-1-430,2026-04-16,4,1,1,1,6,normal,28.00,2,0.14,6,0.20,active
R011191270001,19559382,보노하우스 심플리 슬림 서랍장 3단 크림 1개,슬림형 라탄,320-A1-1-431,2026-04-16,4,1,1,1,7,normal,56.00,1,0.07,7,0.23,active
R011191270003,19559385,보노하우스 심플리 슬림 서랍장 3단 화이트 1개,슬림형 심플리,320-A1-1-432,2026-04-16,8,3,3,3,30,normal,10.18,11,0.79,30,1.00,active
R011193930002,19560486,보노하우스 라탄 슬림 서랍장 3단  브라운 1개,슬림형 라탄,320-A1-1-433,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R011191270002,19559384,보노하우스 심플리 슬림 서랍장 3단 라이트 그레이 1개,슬림형 라탄,320-A1-1-434,2026-04-16,5,0,0,0,3,high,70.00,1,0.07,3,0.10,active
R011194020001,19560855,보노하우스 라탄 슬림 서랍장 4단 크림 1개,슬림형 라탄,320-A1-1-440,2026-04-16,4,0,0,0,3,high,56.00,1,0.07,3,0.10,active
R011191610001,19560130,보노하우스 심플리 슬림 서랍장 4단 크림 1개,슬림형 라탄,320-A1-1-441,2026-04-16,5,2,2,2,18,normal,17.50,4,0.29,18,0.60,active
R233050500002,60811639,보노하우스 국내 제조 팬트리수납 정리바스켓 반투명 2개 XS,리빙박스 로코스 XS,320-A1-1-390,2026-04-16,4,0,0,0,3,high,,0,0.00,3,0.10,active
R233050520004,60811640,보노하우스 국내 제조 팬트리수납 정리바스켓 버터 2개 XS,리빙박스 로코스 XS,320-A1-1-391,2026-04-16,4,1,1,1,9,normal,56.00,1,0.07,9,0.30,active
R233050530005,60811641,보노하우스 국내 제조 팬트리수납 정리바스켓 화이트 4개 XS,리빙박스 로코스 XS,320-A1-1-392,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R233050540006,60811642,보노하우스 국내 제조 팬트리수납 정리바스켓 반투명 4개 XS,리빙박스 로코스 XS,320-A1-1-393,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R233050560008,60811643,보노하우스 국내 제조 팬트리수납 정리바스켓 버터 4개 XS,리빙박스 로코스 XS,320-A1-1-394,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R233050490001,60821491,보노하우스 국내 제조 팬트리수납 정리바스켓 화이트 2개 XS,리빙박스 로코스 XS,320-A1-1-395,2026-04-16,22,0,0,0,1,high,,0,0.00,1,0.03,active
R233050510003,60845678,보노하우스 국내 제조 팬트리수납 정리바스켓 크림 2개 XS,리빙박스 로코스 XS,320-A1-1-396,2026-04-16,15,0,0,0,1,high,,0,0.00,1,0.03,active
R233050550007,60845679,보노하우스 국내 제조 팬트리수납 정리바스켓 크림 4개 XS,리빙박스 로코스 XS,320-A1-1-397,2026-04-16,8,0,0,0,1,high,112.00,1,0.07,1,0.03,active
R011193590001,19497420,보노하우스 라탄 슬림 서랍장 2단 크림 1개,슬림형 라탄,320-A1-1-420,2026-04-16,4,0,0,0,5,normal,28.00,2,0.14,5,0.17,active
R218872180004,51111947,보노하우스 올데이 이동식 트롤리 크림 3단 1개,옷걸이 와이드,320-A1-1-374,2026-04-16,5,0,0,0,3,high,35.00,2,0.14,3,0.10,active
R222199270001,53637235,보노하우스 이지 슬림 틈새 수납 트롤리 화이트 3단 1개,옷걸이 와이드,320-A1-1-375,2026-04-16,8,0,0,0,3,high,112.00,1,0.07,3,0.10,active
R222199280002,53637236,보노하우스 이지 슬림 틈새 수납 트롤리 그레이 3단 1개,옷걸이 와이드,320-A1-1-376,2026-04-16,12,0,0,0,1,high,168.00,1,0.07,1,0.03,active
R222199290003,53637237,보노하우스 이지 슬림 틈새 수납 트롤리 화이트 4단 1개,옷걸이 와이드,320-A1-1-377,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R222199300004,53637238,보노하우스 이지 슬림 틈새 수납 트롤리 그레이 4단 1개,옷걸이 와이드,320-A1-1-378,2026-04-16,4,1,1,1,6,normal,11.20,5,0.36,6,0.20,active
R012949320002,26737349,보노하우스 다용도 트레이  반투명 중형 8개,핸들러 바스켓,320-A1-1-379,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R012949320003,26737351,보노하우스 다용도 트레이  반투명 소형 8개,핸들러 바스켓,320-A1-1-380,2026-04-16,4,0,0,0,4,normal,14.00,4,0.29,4,0.13,active
R012949320006,26737354,보노하우스 다용도 트레이  반투명 소형 4개,핸들러 바스켓,320-A1-1-381,2026-04-16,4,1,1,1,8,normal,14.00,4,0.29,8,0.27,active
R012949320001,26737350,보노하우스 다용도 트레이  반투명 대형 8개,핸들러 바스켓,320-A1-1-382,2026-04-16,4,0,0,0,3,high,,0,0.00,3,0.10,active
R212219400012,46731163,보노하우스 리즈 논슬립 옷걸이 80P - 퍼플,옷걸이 와이드,320-A1-1-361,2026-04-16,2,0,0,0,1,high,,0,0.00,1,0.03,active
R006207930004,13210706,아이엠 리빙박스 수납정리함 S 크림 2개,리빙박스 로코스,320-A1-1-362,2026-04-16,13,1,1,1,9,high,30.33,6,0.43,9,0.30,active
R006207930005,13210707,아이엠 리빙박스 수납정리함 S 그레이 2개,리빙박스 로코스,320-A1-1-363,2026-04-16,3,0,0,0,1,high,,0,0.00,1,0.03,active
R006207930006,13210708,아이엠 리빙박스 수납정리함 S 화이트 2개,리빙박스 로코스,320-A1-1-364,2026-04-16,5,1,1,1,9,normal,35.00,2,0.14,9,0.30,active
R006878750001,14161953,아이엠 리빙박스 수납정리함 L 그레이 2개,리빙박스 로코스,320-A1-1-365,2026-04-16,10,0,0,0,4,high,,0,0.00,4,0.13,active
R006878750010,14161959,아이엠 리빙박스 수납정리함 L 그레이 4개,리빙박스 로코스,320-A1-1-366,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R006207930002,13210705,아이엠 리빙박스 수납정리함 S 네이비 2개,리빙박스 로코스,320-A1-1-367,2026-04-16,4,2,2,2,17,normal,7.00,8,0.57,17,0.57,active
R006878750002,14161958,아이엠 리빙박스 수납정리함 L 네이비 2개,리빙박스 로코스,320-A1-1-368,2026-04-16,21,1,1,1,6,high,98.00,3,0.21,6,0.20,active
R218872150001,51111944,보노하우스 올데이 이동식 트롤리 화이트 2단 1개,옷걸이 와이드,320-A1-1-370,2026-04-16,6,1,1,1,13,normal,28.00,3,0.21,13,0.43,active
R218872160002,51111945,보노하우스 올데이 이동식 트롤리 크림 2단 1개,옷걸이 와이드,320-A1-1-371,2026-04-16,8,1,1,1,11,normal,16.00,7,0.50,11,0.37,active
R218872170003,51111946,보노하우스 올데이 이동식 트롤리 화이트 3단 1개,옷걸이 와이드,320-A1-1-373,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R014043450004,31353436,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 그레이 50개 1팩,옷걸이 와이드,320-A1-1-331,2026-04-16,4,0,0,0,3,high,18.67,3,0.21,3,0.10,active
R210429210005,45052306,보노하우스 옷걸이 10P 구성 아동용,옷걸이 와이드,320-A1-1-340,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R212219380010,46731162,보노하우스 베베 유아옷걸이 30P - 하트,옷걸이 와이드,320-A1-1-341,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R227493680001,57445191,보노하우스 윌로우 오픈형 바지걸이 화이트 10개,바지걸이,320-A1-1-342,2026-04-16,10,3,3,3,29,normal,7.78,18,1.29,29,0.97,active
R227493690002,57445192,보노하우스 윌로우 오픈형 바지걸이 그레이 10개,바지걸이,320-A1-1-343,2026-04-16,12,3,3,3,26,normal,7.00,24,1.71,26,0.87,active
R227493700003,57445193,보노하우스 윌로우 오픈형 바지걸이 화이트 20개,바지걸이,320-A1-1-344,2026-04-16,4,1,1,1,14,normal,9.33,6,0.43,14,0.47,active
R227493710004,57445194,보노하우스 윌로우 오픈형 바지걸이 그레이 20개,바지걸이,320-A1-1-345,2026-04-16,4,0,0,0,5,normal,11.20,5,0.36,5,0.17,active
R227493720005,57445195,보노하우스 윌로우 오픈형 바지걸이 화이트 30개,바지걸이,320-A1-1-346,2026-04-16,4,2,2,2,15,normal,5.09,11,0.79,15,0.50,active
R227493730006,57445196,보노하우스 윌로우 오픈형 바지걸이 그레이 30개,바지걸이,320-A1-1-347,2026-04-16,4,1,1,1,7,normal,8.00,7,0.50,7,0.23,active
R212219390011,46731165,보노하우스 베베 유아옷걸이 30P - 에어플레인,옷걸이 와이드,320-A1-1-350,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R212219370009,46731161,보노하우스 리즈 논슬립 옷걸이 80P - 그린,옷걸이 와이드,320-A1-1-360,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R013917230003,30734484,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 그레이 20개  1팩,옷걸이 와이드,320-A1-1-323,2026-04-16,4,0,0,0,3,high,56.00,1,0.07,3,0.10,active
R013917230001,30734482,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 크림 30개 1팩,옷걸이 와이드,320-A1-1-324,2026-04-16,9,1,1,1,6,high,31.50,4,0.29,6,0.20,active
R013917230010,30734499,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 블랙 30개  1팩,옷걸이 와이드,320-A1-1-325,2026-04-16,3,1,1,1,11,normal,21.00,2,0.14,11,0.37,active
R013917230006,30734495,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 화이트 30개 1팩,옷걸이 와이드,320-A1-1-326,2026-04-16,4,1,1,1,10,normal,9.33,6,0.43,10,0.33,active
R013917230004,30734490,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 그레이 30개  1팩,옷걸이 와이드,320-A1-1-327,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R014043450003,31353434,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 블랙 50개 1팩,옷걸이 와이드,320-A1-1-328,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R014043450002,31353432,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 크림 50개 1팩,옷걸이 와이드,320-A1-1-329,2026-04-16,14,0,0,0,3,high,98.00,2,0.14,3,0.10,active
R014043450001,31353430,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 화이트 50개 1팩,옷걸이 와이드,320-A1-1-330,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R013337950001,28257471,보노하우스 목 늘림 방지 옷걸이 크림 30개,옷걸이 밸런스,320-A1-1-315,2026-04-16,33,3,3,3,27,high,42.00,11,0.79,27,0.90,active
R013337950007,28257477,보노하우스 목 늘림 방지 옷걸이 그레이 30개,옷걸이 밸런스,320-A1-1-316,2026-04-16,23,1,1,1,13,high,107.33,3,0.21,13,0.43,active
R013337950004,28257474,보노하우스 목 늘림 방지 옷걸이 화이트 50개,옷걸이 밸런스,320-A1-1-317,2026-04-16,6,0,0,0,0,normal,,0,0.00,0,0.00,active
R013337950008,28257478,보노하우스 목 늘림 방지 옷걸이 그레이 50개,옷걸이 밸런스,320-A1-1-319,2026-04-16,12,0,0,0,0,normal,,0,0.00,0,0.00,active
R013917230012,30734501,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 블랙 20개  1팩,옷걸이 와이드,320-A1-1-320,2026-04-16,12,1,1,1,10,high,21.00,8,0.57,10,0.33,active
R013917230009,30734496,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 크림 20개  1팩,옷걸이 와이드,320-A1-1-321,2026-04-16,9,1,1,1,6,high,126.00,1,0.07,6,0.20,active
R013917230005,30734494,보노하우스 와이드 튼튼 어깨뿔방지 옷걸이 화이트 20개  1팩,옷걸이 와이드,320-A1-1-322,2026-04-16,6,0,0,0,5,high,28.00,3,0.21,5,0.17,active
