barcode,skuId,productName,category,location,inventoryDate,currentStock,minStock,safetyStock,reorderPoint,maxStock,stockStatus,coverDays,outbound14dTotal,avgDailyOutbound14d,outbound30dTotal,avgDailyOutbound30d,lifecycleStatus
R014389540003,32932410,보노하우스 후르츠 파스텔 바스켓  3단 바퀴형 1개,오픈 스텝,320-A1-1-994,2026-04-16,36,1,1,1,7,high,126.00,4,0.29,7,0.23,active
R014389540006,32932409,보노하우스 후르츠 파스텔 바스켓  4단 바퀴형 1개,오픈 스텝,320-A1-1-995,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R212161680001,46825099,보노하우스 스트롱 논슬립 바지걸이 블랙 20개,오픈 스텝,320-A1-1-996,2026-04-16,4,0,0,0,2,high,28.00,2,0.14,2,0.07,active
R212161690002,46825100,보노하우스 스트롱 논슬립 바지걸이  블랙 30개,오픈 스텝,320-A1-1-997,2026-04-16,4,0,0,0,3,high,18.67,3,0.21,3,0.10,active
R013009990002,26876632,보노하우스 탑백 리빙박스 24리터 크림 2개,탑백 리빙박스,320-A1-2-1,2026-04-16,8,2,2,2,17,normal,12.44,9,0.64,17,0.57,active
R013011270001,26880214,보노하우스 탑백 리빙박스 24리터 화이트 2개,탑백 리빙박스,320-A1-2-2,2026-04-16,26,2,2,2,22,high,33.09,11,0.79,22,0.73,active
R013009990003,26876633,보노하우스 탑백 리빙박스 24리터 그레이 2개,탑백 리빙박스,320-A1-2-3,2026-04-16,4,2,2,2,17,normal,5.09,11,0.79,17,0.57,active
R013009990005,26876634,보노하우스 탑백 리빙박스 24리터 크림 4개,탑백 리빙박스,320-A1-2-4,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R013011270002,26880219,보노하우스 탑백 리빙박스 24리터 화이트 4개,탑백 리빙박스,320-A1-2-5,2026-04-16,4,2,2,2,16,normal,5.60,10,0.71,16,0.53,active
R210308800001,44938836,유원피에스 보노하우스 칵투스 물빠짐 목욕바구니 대,칵투스,320-A1-1-984,2026-04-16,4,1,1,1,6,normal,11.20,5,0.36,6,0.20,active
R210119330005,44668580,보노하우스 칵투스 손잡이 양치컵 대,칵투스,320-A1-1-985,2026-04-16,45,22,22,22,216,normal,7.08,89,6.36,216,7.20,active
R210189920003,44895336,보노하우스 칵투스 커버형 비누 받침대,칵투스,320-A1-1-986,2026-04-16,180,101,101,101,1014,normal,5.94,424,30.29,1014,33.80,active
R210189930004,44895335,보노하우스 칵투스 다용도 위생선반 2단,칵투스,320-A1-1-987,2026-04-16,4,0,0,0,4,normal,56.00,1,0.07,4,0.13,active
R210119300002,44668578,보노하우스 칵투스 다용도 수납홀더 대,칵투스,320-A1-1-988,2026-04-16,4,1,1,1,10,normal,14.00,4,0.29,10,0.33,active
R210189900001,44895333,유원피에스 보노하우스 신발정리대 프리미엄 슈즈랙 10P,칵투스,320-A1-1-989,2026-04-16,13,3,3,3,33,normal,13.00,14,1.00,33,1.10,active
R014389540005,32932414,보노하우스 후르츠 파스텔 바스켓  2단 발판형 1개,오픈 스텝,320-A1-1-990,2026-04-16,1,0,0,0,1,normal,14.00,1,0.07,1,0.03,active
R014389540002,32932415,보노하우스 후르츠 파스텔 바스켓  3단 발판형 1개,오픈 스텝,320-A1-1-991,2026-04-16,4,0,0,0,3,high,56.00,1,0.07,3,0.10,active
R014389540001,32932412,보노하우스 후르츠 파스텔 바스켓  4단 발판형 1개,오픈 스텝,320-A1-1-992,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R014389540004,32932413,보노하우스 후르츠 파스텔 바스켓  2단 바퀴형 1개,오픈 스텝,320-A1-1-993,2026-04-16,17,0,0,0,1,high,,0,0.00,1,0.03,active
R003750460030,10759911,모던 에센셜 서랍장 6단 핑크,에센셜,320-A1-1-968,2026-04-16,5,0,0,0,3,high,,0,0.00,3,0.10,active
R003750460015,10759905,모던 에센셜 서랍장 6단 네이비,에센셜,320-A1-1-969,2026-04-16,5,0,0,0,0,normal,,0,0.00,0,0.00,active
R013163400002,27617166,보노하우스 심플리 베이직 서랍장 7단 크림 1개,에센셜,320-A1-1-971,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R013163400003,27617167,보노하우스 심플리 베이직 서랍장 7단 화이트 1개,에센셜,320-A1-1-972,2026-04-16,18,1,1,1,11,high,126.00,2,0.14,11,0.37,active
R013163400001,27617165,보노하우스 심플리 베이직 서랍장 7단 라이트 그레이 1개,에센셜,320-A1-1-974,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R210189910002,44895334,유원피에스 보노하우스 칵투스 오픈 비누 받침대,칵투스,320-A1-1-981,2026-04-16,90,20,20,20,199,normal,10.77,117,8.36,199,6.63,active
R210119320004,44668577,보노하우스 칵투스 물빠짐 칫솔꽂이,칵투스,320-A1-1-982,2026-04-16,14,8,8,8,83,normal,5.30,37,2.64,83,2.77,active
R210189940005,45117776,보노하우스 칵투스 슬림 샴푸렉 비누선반포함 그레이,칵투스,320-A1-1-983,2026-04-16,4,1,1,1,9,normal,28.00,2,0.14,9,0.30,active
R003750460009,10759926,모던 에센셜 서랍장 5단 그레이,에센셜,320-A1-1-953,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R013009750001,26878001,보노하우스 심플리 베이직 서랍장 5단 라이트 그레이 1개,에센셜,320-A1-1-954,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R013009810002,26878916,보노하우스 심플리 베이직 서랍장 6단 크림 1개,에센셜,320-A1-1-961,2026-04-16,5,0,0,0,0,normal,,0,0.00,0,0.00,active
R013009810003,26878917,보노하우스 심플리 베이직 서랍장 6단 화이트 1개,에센셜,320-A1-1-962,2026-04-16,7,1,1,1,6,high,,0,0.00,6,0.20,active
R003750460005,10759907,모던 에센셜 서랍장 6단 화이트,에센셜,320-A1-1-962,2026-04-16,9,0,0,0,0,normal,,0,0.00,0,0.00,active
R003750460010,10759904,모던 에센셜 서랍장 6단 그레이,에센셜,320-A1-1-963,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R013009810001,26878915,보노하우스 심플리 베이직 서랍장 6단 라이트 그레이 1개,에센셜,320-A1-1-964,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R003750460012,10759942,모던 에센셜 서랍장 3단 네이비,에센셜,320-A1-1-939,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R013021990002,26647883,보노하우스 심플리 베이직 서랍장 4단 크림 1개,에센셜,320-A1-1-941,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R003750460003,10759931,모던 에센셜 서랍장 4단 화이트,에센셜,320-A1-1-942,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R013021990003,26647884,보노하우스 심플리 베이직 서랍장 4단 화이트 1개,에센셜,320-A1-1-942,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R003750460008,10759932,모던 에센셜 서랍장 4단 그레이,에센셜,320-A1-1-943,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R013021990001,26647878,보노하우스 심플리 베이직 서랍장 4단 라이트 그레이 1개,에센셜,320-A1-1-944,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R013009750002,26878002,보노하우스 심플리 베이직 서랍장 5단 크림 1개,에센셜,320-A1-1-951,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R003750460004,10759925,모던 에센셜 서랍장 5단 화이트,에센셜,320-A1-1-952,2026-04-16,5,1,1,1,7,normal,23.33,3,0.21,7,0.23,active
R013009750003,26878003,보노하우스 심플리 베이직 서랍장 5단 화이트 1개,에센셜,320-A1-1-952,2026-04-16,10,0,0,0,2,high,,0,0.00,2,0.07,active
R013011210002,26879505,보노하우스 심플리 베이직 서랍장 2단 크림 1개,에센셜,320-A1-1-921,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R013011210003,26879506,보노하우스 심플리 베이직 서랍장 2단 화이트 1개,에센셜,320-A1-1-922,2026-04-16,4,1,1,1,6,normal,11.20,5,0.36,6,0.20,active
R003750460001,10759895,모던 에센셜 서랍장 2단 화이트,에센셜,320-A1-1-922,2026-04-16,8,1,1,1,7,high,56.00,2,0.14,7,0.23,active
R003750460006,10759896,모던 에센셜 서랍장 2단 그레이,에센셜,320-A1-1-923,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R003750460011,10759893,모던 에센셜 서랍장 2단 네이비,에센셜,320-A1-1-929,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R013011260002,26879958,보노하우스 심플리 베이직 서랍장 3단 크림 1개,에센셜,320-A1-1-931,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R013011260003,26879963,보노하우스 심플리 베이직 서랍장 3단 화이트 1개,에센셜,320-A1-1-932,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R003750460002,10759944,모던 에센셜 서랍장 3단 화이트,에센셜,320-A1-1-932,2026-04-16,17,0,0,0,2,high,,0,0.00,2,0.07,active
R212660800009,47566928,보노하우스 세라비 우드상판 서랍장 라이트그레이 5단 1개,에센셜,320-A1-1-911,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660790008,47566936,보노하우스 세라비 우드상판 서랍장 크림 6단 1개,에센셜,320-A1-1-912,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R212660730002,47566932,보노하우스 세라비 우드상판 서랍장 화이트 6단 1개,에센셜,320-A1-1-913,2026-04-16,6,0,0,0,3,high,,0,0.00,3,0.10,active
R212660840013,47566940,보노하우스 세라비 우드상판 서랍장 라이트그레이 6단 1개,에센셜,320-A1-1-914,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R212660770006,47566931,보노하우스 세라비 우드상판 서랍장 크림 7단 1개,에센셜,320-A1-1-915,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R212660810010,47566934,보노하우스 세라비 우드상판 서랍장 화이트 7단 1개,에센셜,320-A1-1-916,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660830012,47566939,보노하우스 세라비 우드상판 서랍장 라이트그레이 7단 1개,에센셜,320-A1-1-917,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660760005,47378776,보노하우스 세라비 우드상판 서랍장 크림 3단 1개,에센셜,320-A1-1-904,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660820011,47378778,보노하우스 세라비 우드상판 서랍장 라이트그레이 3단 1개,에센셜,320-A1-1-905,2026-04-16,2,0,0,0,2,normal,14.00,2,0.14,2,0.07,active
R212660780007,47566933,보노하우스 세라비 우드상판 서랍장 크림 4단 1개,에센셜,320-A1-1-906,2026-04-16,5,1,1,1,6,normal,70.00,1,0.07,6,0.20,active
R212660860015,47566935,보노하우스 세라비 우드상판 서랍장 화이트 4단 1개,에센셜,320-A1-1-907,2026-04-16,4,0,0,0,3,high,,0,0.00,3,0.10,active
R212660890018,47566938,보노하우스 세라비 우드상판 서랍장 라이트그레이 4단 1개,에센셜,320-A1-1-908,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660720001,47566927,보노하우스 세라비 우드상판 서랍장 크림 5단 1개,에센셜,320-A1-1-909,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R212660850014,47566930,보노하우스 세라비 우드상판 서랍장 화이트 5단 1개,에센셜,320-A1-1-910,2026-04-16,9,1,1,1,7,high,,0,0.00,7,0.23,active
R227054790003,57174580,보노하우스 시에나 우드상판 서랍장 화이트 4단 1개 340X420X827mm,라탄,320-A1-1-884,2026-04-16,4,0,0,0,4,normal,56.00,1,0.07,4,0.13,active
R227054810005,57174582,보노하우스 시에나 우드상판 서랍장 화이트 5단 1개 340X420X1027mm,라탄,320-A1-1-885,2026-04-16,5,0,0,0,0,normal,,0,0.00,0,0.00,active
R208443850005,44969009,보노하우스 가든 라탄 서랍장 버터 4단 1개,라탄,320-A1-1-892,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R227054780002,57174579,보노하우스 시에나 우드상판 서랍장 크림 3단 1개 340X420X627mm,라탄,320-A1-1-893,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R227054800004,57174581,보노하우스 시에나 우드상판 서랍장 크림 4단 1개 340X420X827mm,라탄,320-A1-1-894,2026-04-16,12,0,0,0,1,high,,0,0.00,1,0.03,active
R227054820006,57174584,보노하우스 시에나 우드상판 서랍장 크림 5단 1개 340X420X1027mm,라탄,320-A1-1-895,2026-04-16,5,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660750004,47378779,보노하우스 세라비 우드상판 서랍장 화이트 2단 1개,에센셜,320-A1-1-900,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660740003,47378777,보노하우스 세라비 우드상판 서랍장 크림 2단 1개,에센셜,320-A1-1-901,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660870016,47378781,보노하우스 세라비 우드상판 서랍장 라이트그레이 2단 1개,에센셜,320-A1-1-902,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660880017,47378780,보노하우스 세라비 우드상판 서랍장 화이트 3단 1개,에센셜,320-A1-1-903,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R213276370001,47647035,보노하우스 라노보 우드상판 서랍장 버터 7단 1개,라탄,320-A1-1-876,2026-04-16,4,0,0,0,4,normal,,0,0.00,4,0.13,active
R213276390003,47647040,보노하우스 라노보 우드상판 서랍장 화이트 7단 1개,라탄,320-A1-1-877,2026-04-16,4,1,1,1,12,normal,56.00,1,0.07,12,0.40,active
R208070490014,44281557,보노하우스 위클리 서랍장 화이트 6단 1개,라탄,320-A1-1-878,2026-04-16,1,0,0,0,1,normal,,0,0.00,1,0.03,active
R208443820002,44969008,보노하우스 가든 라탄 서랍장 화이트 2단 1개,라탄,320-A1-1-880,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R208443810001,44969007,보노하우스 가든 라탄 서랍장 화이트 3단 1개,라탄,320-A1-1-881,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R208443830003,44969006,보노하우스 가든 라탄 서랍장 화이트 4단 1개,라탄,320-A1-1-882,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R227054770001,57174578,보노하우스 시에나 우드상판 서랍장 화이트 3단 1개 340X420X627mm,라탄,320-A1-1-883,2026-04-16,10,0,0,0,2,high,,0,0.00,2,0.07,active
R208443760006,44947936,보노하우스 라노보 우드상판 서랍장 버터 5단 1개,데코스,320-A1-1-856,2026-04-16,4,0,0,0,2,high,28.00,2,0.14,2,0.07,active
R208443770007,44947938,보노하우스 라노보 우드상판 서랍장 네이비 5단 1개,데코스,320-A1-1-857,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070550020,44281558,보노하우스 위클리 서랍장 그레이 6단 1개,데코스,320-A1-1-861,2026-04-16,1,0,0,0,2,normal,7.00,2,0.14,2,0.07,active
R208070450010,44281555,보노하우스 위클리 서랍장 네이비 6단 1개,데코스,320-A1-1-862,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070470012,44281556,보노하우스 위클리 서랍장 버터 6단 1개,데코스,320-A1-1-863,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R213276430007,47647048,보노하우스 라노보 우드상판 서랍장 그레이 6단 1개,데코스,320-A1-1-864,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R213276440008,47647049,보노하우스 라노보 우드상판 서랍장 버터 6단 1개,데코스,320-A1-1-866,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R213276380002,47647039,보노하우스 라노보 우드상판 서랍장 화이트 6단 1개,데코스,320-A1-1-867,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R213276400004,47647042,보노하우스 라노보 우드상판 서랍장 그레이 7단 1개,라탄,320-A1-1-874,2026-04-16,4,0,0,0,4,normal,56.00,1,0.07,4,0.13,active
R213276420006,47647047,보노하우스 라노보 우드상판 서랍장 네이비 7단 1개,라탄,320-A1-1-875,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R208070510016,44281544,보노하우스 위클리 서랍장 그레이 4단 1개,데코스,320-A1-1-846,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R208070360001,44281538,보노하우스 위클리 서랍장 네이비 4단 1개,데코스,320-A1-1-847,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R208443750005,44947939,보노하우스 라노보 우드상판 서랍장 네이비 4단 1개,데코스,320-A1-1-848,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R208070380003,44281548,보노하우스 위클리 서랍장 화이트 5단 1개,데코스,320-A1-1-850,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R208070390004,44281550,보노하우스 위클리 서랍장 네이비 5단 1개,데코스,320-A1-1-852,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070420007,44281553,보노하우스 위클리 서랍장 버터 5단 1개,데코스,320-A1-1-853,2026-04-16,4,0,0,0,4,normal,28.00,2,0.14,4,0.13,active
R208070440009,44281554,보노하우스 위클리 서랍장 그레이 5단 1개,데코스,320-A1-1-854,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R208443780008,44947940,보노하우스 라노보 우드상판 서랍장 화이트 5단 1개,데코스,320-A1-1-855,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R208070280001,44365450,보노하우스 라노보 우드상판 서랍장  화이트 3단 1개,데코스,320-A1-1-835,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R208070330006,44365456,보노하우스 라노보 우드상판 서랍장  그레이 3단 1개,데코스,320-A1-1-836,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070300003,44365452,보노하우스 라노보 우드상판 서랍장  네이비 3단 1개,데코스,320-A1-1-837,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070310004,44365454,보노하우스 라노보 우드상판 서랍장  버터 3단 1개,데코스,320-A1-1-838,2026-04-16,1,0,0,0,2,normal,,0,0.00,2,0.07,active
R208070430008,44281542,보노하우스 위클리 서랍장 화이트 4단 1개,데코스,320-A1-1-840,2026-04-16,4,0,0,0,4,normal,,0,0.00,4,0.13,active
R208070540019,44281545,보노하우스 위클리 서랍장 버터 4단 1개,데코스,320-A1-1-843,2026-04-16,4,0,0,0,5,normal,28.00,2,0.14,5,0.17,active
R208443720002,44947933,보노하우스 라노보 우드상판 서랍장 그레이 4단 1개,데코스,320-A1-1-844,2026-04-16,5,0,0,0,0,normal,,0,0.00,0,0.00,active
R208443740004,44947937,보노하우스 라노보 우드상판 서랍장 화이트 4단 1개,데코스,320-A1-1-845,2026-04-16,9,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070340007,44365455,보노하우스 라노보 우드상판 서랍장 화이트 2단 1개,데코스,320-A1-1-825,2026-04-16,1,0,0,0,2,normal,14.00,1,0.07,2,0.07,active
R208070320005,44365453,보노하우스 라노보 우드상판 서랍장  네이비 2단 1개,데코스,320-A1-1-827,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070410006,44281549,보노하우스 위클리 서랍장 화이트 3단 1개,데코스,320-A1-1-830,2026-04-16,9,0,0,0,3,high,126.00,1,0.07,3,0.10,active
R208070400005,44281547,보노하우스 위클리 서랍장 그레이 3단 1개,데코스,320-A1-1-831,2026-04-16,5,0,0,0,2,high,,0,0.00,2,0.07,active
R208070480013,44281551,보노하우스 위클리 서랍장 네이비 3단 1개,데코스,320-A1-1-832,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R208070520017,44281552,보노하우스 위클리 서랍장 버터 3단 1개,데코스,320-A1-1-833,2026-04-16,15,1,1,1,10,high,210.00,1,0.07,10,0.33,active
R010512110007,17768668,가든 라탄 플라스틱 서랍장 일반형 6단 크림,에센셜,320-A1-1-812,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R207232130001,43999451,보노하우스 가든 라탄 서랍장  화이트 6단 1개,라탄,320-A1-1-813,2026-04-16,5,0,0,0,2,high,35.00,2,0.14,2,0.07,active
R207232160004,43999460,보노하우스 가든 라탄 서랍장  화이트 7단 1개,라탄,320-A1-1-815,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R207232150003,43999450,보노하우스 가든 라탄 서랍장  버터 7단 1개,라탄,320-A1-1-816,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R207232140002,43999462,보노하우스 가든 라탄 서랍장  버터 6단 1개,라탄,320-A1-1-817,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070530018,44281546,보노하우스 위클리 서랍장 버터 2단 1개,데코스,320-A1-1-819,2026-04-16,1,0,0,0,1,normal,,0,0.00,1,0.03,active
R208070460011,44281541,보노하우스 위클리 서랍장 화이트 2단 1개,데코스,320-A1-1-820,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R208070370002,44281539,보노하우스 위클리 서랍장 그레이 2단 1개,데코스,320-A1-1-821,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R208070500015,44281543,보노하우스 위클리 서랍장 네이비 2단 1개,데코스,320-A1-1-822,2026-04-16,8,0,0,0,0,normal,,0,0.00,0,0.00,active
R227054850009,57174587,보노하우스 시에나 우드상판 서랍장 화이트 와이드 4단 1개 550X420X827mm,와이드 서랍장,320-A1-1-796,2026-04-16,12,2,2,2,18,normal,33.60,5,0.36,18,0.60,active
R227054860010,57174588,보노하우스 시에나 우드상판 서랍장 크림 와이드 4단 1개 550X420X827mm,와이드 서랍장,320-A1-1-797,2026-04-16,4,1,1,1,14,normal,9.33,6,0.43,14,0.47,active
R227054870011,57174589,보노하우스 시에나 우드상판 서랍장 화이트 와이드 5단 1개 550X420X1027mm,와이드 서랍장,320-A1-1-798,2026-04-16,29,2,2,2,19,high,81.20,5,0.36,19,0.63,active
R227054880012,57174590,보노하우스 시에나 우드상판 서랍장 크림 와이드 5단 1개 550X420X1027mm,와이드 서랍장,320-A1-1-799,2026-04-16,30,1,1,1,14,high,,0,0.00,14,0.47,active
R010512110002,17768670,가든 라탄 플라스틱 서랍장 일반형 2단 크림,에센셜,320-A1-1-800,2026-04-16,5,0,0,0,3,high,23.33,3,0.21,3,0.10,active
R009949680001,17077828,가든 라탄 플라스틱 서랍장 일반형 3단 크림,에센셜,320-A1-1-803,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R010512110005,17768674,가든 라탄 플라스틱 서랍장 일반형 4단 크림,에센셜,320-A1-1-806,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R010512110003,17768671,가든 라탄 플라스틱 서랍장 일반형 5단 크림,에센셜,320-A1-1-809,2026-04-16,14,0,0,0,3,high,98.00,2,0.14,3,0.10,active
R207232170005,43999452,보노하우스 가든 라탄 서랍장  화이트 5단 1개,라탄,320-A1-1-810,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R214219120005,48365316,보노하우스 에버 라탄 우드상판 서랍장 화이트 6단 1개,에센셜,320-A1-1-787,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219220015,48365320,보노하우스 에버 라탄 우드상판 서랍장 브라운 6단 1개,에센셜,320-A1-1-788,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219090002,48365311,보노하우스 에버 라탄 우드상판 서랍장 버터 6단 1개,에센셜,320-A1-1-789,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219250018,48365317,보노하우스 에버 라탄 우드상판 서랍장 크림 7단 1개,에센셜,320-A1-1-790,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219140007,48365313,보노하우스 에버 라탄 우드상판 서랍장 화이트 7단 1개,에센셜,320-A1-1-791,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219110004,48365310,보노하우스 에버 라탄 우드상판 서랍장 브라운 7단 1개,에센셜,320-A1-1-792,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R214219230016,48365315,보노하우스 에버 라탄 우드상판 서랍장 버터 7단 1개,에센셜,320-A1-1-793,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R227054830007,57174585,보노하우스 시에나 우드상판 서랍장 화이트 와이드 3단 1개 550X420X627mm,와이드 서랍장,320-A1-1-794,2026-04-16,16,1,1,1,12,high,56.00,4,0.29,12,0.40,active
R227054840008,57174586,보노하우스 시에나 우드상판 서랍장 크림 와이드 3단 1개 550X420X627mm,와이드 서랍장,320-A1-1-795,2026-04-16,22,1,1,1,7,high,154.00,2,0.14,7,0.23,active
R214219300023,48365307,보노하우스 에버 라탄 우드상판 서랍장 화이트 4단 1개,에센셜,320-A1-1-779,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R214219130006,48365305,보노하우스 에버 라탄 우드상판 서랍장 브라운 4단 1개,에센셜,320-A1-1-780,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R214219210014,48365319,보노하우스 에버 라탄 우드상판 서랍장 크림 5단 1개,에센셜,320-A1-1-782,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R214219280021,48365321,보노하우스 에버 라탄 우드상판 서랍장 화이트 5단 1개,에센셜,320-A1-1-783,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219160009,48365312,보노하우스 에버 라탄 우드상판 서랍장 브라운 5단 1개,에센셜,320-A1-1-784,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R214219170010,48365314,보노하우스 에버 라탄 우드상판 서랍장 버터 5단 1개,에센셜,320-A1-1-785,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R214219200013,48365318,보노하우스 에버 라탄 우드상판 서랍장 크림 6단 1개,에센셜,320-A1-1-786,2026-04-16,6,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219270020,48357938,보노하우스 에버 라탄 우드상판 서랍장 화이트 2단 1개,에센셜,320-A1-1-771,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219180011,48357934,보노하우스 에버 라탄 우드상판 서랍장 브라운 2단 1개,에센셜,320-A1-1-772,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219310024,48357939,보노하우스 에버 라탄 우드상판 서랍장 버터 2단 1개,에센셜,320-A1-1-773,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R214219150008,48357933,보노하우스 에버 라탄 우드상판 서랍장 크림 3단 1개,에센셜,320-A1-1-774,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219290022,48357937,보노하우스 에버 라탄 우드상판 서랍장 화이트 3단 1개,에센셜,320-A1-1-775,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219240017,48357935,보노하우스 에버 라탄 우드상판 서랍장 브라운 3단 1개,에센셜,320-A1-1-776,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219100003,48357932,보노하우스 에버 라탄 우드상판 서랍장 버터 3단 1개,에센셜,320-A1-1-777,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
